centroid_accession,superkingdom,kingdom,phylum,class,order,family,genus,species,strain_isolate,gene_product,sequence_length_bp,ncbi_definition_line,cluster_count,cluster_accessions_species,curator_notes
HQ596408.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Melissococcus,Melissococcus plutonius,FB104,16S ribosomal RNA,1445,"Melissococcus plutonius strain FB104 16S ribosomal RNA gene, partial sequence",2,X75752.1: Melissococcus plutonius,none
AJ301842.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Melissococcus,Melissococcus plutonius,LTH 3442,16S rRNA/16S ribosomal RNA,1780,"Melissococcus pluton 16S rRNA gene, strain LTH 3442",42,"AB614068.1: Melissococcus plutonius, AB614069.1: Melissococcus plutonius, AB614070.1: Melissococcus plutonius, AB614071.1: Melissococcus plutonius, AB614072.1: Melissococcus plutonius, AB614073.1: Melissococcus plutonius, AB614074.1: Melissococcus plutonius, AB614075.1: Melissococcus plutonius, AB614076.1: Melissococcus plutonius, AB614077.1: Melissococcus plutonius, AB614078.1: Melissococcus plutonius, AB614079.1: Melissococcus plutonius, AB614080.1: Melissococcus plutonius, AB614081.1: Melissococcus plutonius, AB614082.1: Melissococcus plutonius, AB614083.1: Melissococcus plutonius, AB614084.1: Melissococcus plutonius, AB614085.1: Melissococcus plutonius, AB614086.1: Melissococcus plutonius, AB614087.1: Melissococcus plutonius, AB614088.1: Melissococcus plutonius, AB614089.1: Melissococcus plutonius, AB614090.1: Melissococcus plutonius, AB614091.1: Melissococcus plutonius, AB614092.1: Melissococcus plutonius, AB614093.1: Melissococcus plutonius, AB614094.1: Melissococcus plutonius, AB614095.1: Melissococcus plutonius, AB614096.1: Melissococcus plutonius, AB614097.1: Melissococcus plutonius, AB614098.1: Melissococcus plutonius, AB614099.1: Melissococcus plutonius, AB614100.1: Melissococcus plutonius, AY862507.1: Melissococcus plutonius, FN297845.1: Melissococcus plutonius, FN297846.1: Melissococcus plutonius, JN689233.1: Melissococcus plutonius, NR_043240.1: Melissococcus plutonius, NR_074098.1: Melissococcus plutonius, NR_074929.1: Melissococcus plutonius, NR_113314.1: Melissococcus plutonius",none
X75751.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Melissococcus,Melissococcus plutonius,"NCDO 2443, authentic strain",16S rRNA/16S ribosomal RNA,1396,M.pluton gene for 16S ribosomal RNA (NCDO 2443),1,,none
KF386018.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus apis,R4C,16S ribosomal RNA,1428,"Lactobacillus apis strain R4C 16S ribosomal RNA gene, partial sequence",2,KF600362.1: Lactobacillus sp. G7_8_1MO2,Isolated from digestive tract of honey bees.  99% ID (1424/1429) to L. apis type sequence (NR_125702.1).
KF599386.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus cf. apinorum*,H20_5_2TCO2,16S ribosomal RNA,1472,"Lactobacillus sp. H20_5_2TCO2 16S ribosomal RNA gene, partial sequence",22,"HM534754.1: Lactobacillus sp. Achmto2, HM534755.1: Lactobacillus sp. Akhmto18, HM534756.1: Lactobacillus sp. Anuhmto23, HM534757.1: Lactobacillus sp. Alhonto4, HM534758.1: Lactobacillus sp. fhon13, JX099541.1: Lactobacillus apinorum, JX099542.1: Lactobacillus apinorum, KF599236.1: Lactobacillus kunkeei, KF599250.1: Lactobacillus kunkeei, KF599363.1: Lactobacillus sp. H19_1_2TCO2, KF599374.1: Lactobacillus sp. H19_7_2TCO2, KF599380.1: Lactobacillus sp. H20_2_1TCO2, KF599387.1: Lactobacillus sp. H20_6_1TCO2, KF599398.1: Lactobacillus sp. H14_3_2_2MCO2, KF599446.1: Lactobacillus sp. H20_5_1BCO2, KF599448.1: Lactobacillus sp. H20_6_1BCO2, KF599452.1: Lactobacillus sp. H20_8_1BCO2, KF599454.1: Lactobacillus sp. H20_9_2BCO2, KF599488.1: Lactobacillus sp. H20_8_1SCO2, KF600452.1: Lactobacillus sp. B8_1PO2, NR_126247.1: Lactobacillus apinorum",Isolated from crop of Apis mellifera. 99% ID (1439/1448) to type sequence for L. apinorum (NR_126247.1). Cluster contains sequences ID'ed as L. kunkeei; probably incorrectly as ID is only 98% to type L. kunkeei NR_026404.1.
HM534844.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus cf. apis*,Ammopor2,16S ribosomal RNA,1023,"Lactobacillus sp. Ammopor2 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey bee stomach. 99% ID (1008/1017) ID to L. apis type sequence NR_125702.1.
KF600162.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus cf. apis*,G3_3_2MO2,16S ribosomal RNA,1261,"Lactobacillus sp. G3_3_2MO2 16S ribosomal RNA gene, partial sequence",1,,Isolated from hindgut of Apis mellifera. 1260/1261 ID to type sequence L. apis NR_125702.1.
HM046579.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus cf. apis*,Not Available,16S ribosomal RNA,1526,"Uncultured Lactobacillus sp. clone AMD_B6 16S ribosomal RNA gene, partial sequence",17,"HM046568.1: uncultured Lactobacillus sp., HM534797.1: Lactobacillus sp. Mbopo2t4, HM534798.1: Lactobacillus sp. Mbohs2t7, HM534855.1: Lactobacillus sp. Amsbbr6, HM534863.1: Lactobacillus sp. AmmhmR15, HM534867.1: Lactobacillus sp. AmmpolR3, JX099555.1: Lactobacillus sp. H1HS25N, JX099556.1: Lactobacillus sp. Hma11N, KF386017.1: Lactobacillus apis, KF543103.1: Lactobacillus sp. M4, KF598929.1: Lactobacillus sp. 3113O2, KF598931.1: Lactobacillus sp. 3118O2, KF599191.1: Lactobacillus sp. 7_2_2CO2, KF600366.1: Lactobacillus kunkeei, KM068134.1: Lactobacillus apis, NR_125702.1: Lactobacillus apis",Isolated from gut of Apis cerana indica.  99% ID (1423/1433) to L. apis KM068134.1.
HM534770.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus cf. floricola*,MbBipro19,16S ribosomal RNA,1443,"Lactobacillus sp. MbBipro19 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey bee stomach. 99% ID (1434/1445) to type sequence for L. floricola (NR_113001.1).
HM534804.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus cf. helsingborgensis / melliventris*,Afpoto7,16S ribosomal RNA,1438,"Lactobacillus sp. Afpoto7 16S ribosomal RNA gene, partial sequence",13,"EF187242.1: Lactobacillus helsingborgensis, HM534864.1: Lactobacillus sp. AmmhmR3, JX099553.1: Lactobacillus helsingborgensis, JX099554.1: Lactobacillus helsingborgensis, KF600158.1: Lactobacillus sp. G3_2_3MO2, KF600159.1: Lactobacillus sp. G3_2_4MO2, KF600169.1: Lactobacillus sp. G3_4_2MO2, KF600173.1: Lactobacillus sp. G3_4_3MO2, KF600183.1: Lactobacillus sp. G3_6_2MCO2, KF600185.1: Lactobacillus sp. G3_6_4MCO2, KM068133.1: Lactobacillus helsingborgensis, NR_126253.1: Lactobacillus helsingborgensis",Isolated from honey bee stomach. 99% centroid contains reference L. helsingborgensis NR_126253.1 sequence (1437/1438 ID).   Also 99% ID (1424/1438) to L. melliventris type sequence (NR_126252.1).
HM534854.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus cf. helsingborgensis / melliventris*,Amsbbr17,16S ribosomal RNA,1006,"Lactobacillus sp. Amsbbr17 16S ribosomal RNA gene, partial sequence",1,,"Isolated from honey bee stomach.99% ID (996/999) to type sequence L. helsingborgensis (NR_126253.1).  Lower ID, but still 99% (986/999) to type sequence for L. melliventris (NR_126252.1)."
KF600163.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus cf. helsingborgensis*,G3_3_3MO2,16S ribosomal RNA,1362,"Lactobacillus sp. G3_3_3MO2 16S ribosomal RNA gene, partial sequence",1,,Isolated from hindgut of Apis mellifera. 1361/1362 ID to type sequence L. helsingborgensis Bma5.
KF600165.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus cf. helsingborgensis*,G3_4_1MO2,16S ribosomal RNA,1323,"Lactobacillus sp. G3_4_1MO2 16S ribosomal RNA gene, partial sequence",1,,Isolated from hindgut of Apis mellifera. 1322/1323 ID to type sequence L. helsingborgensis dan101 & dan70 & Bma5N.
KF600301.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus cf. helsingborgensis*,G7_2_2MCO2,16S ribosomal RNA,1325,"Lactobacillus sp. G7_2_2MCO2 16S ribosomal RNA gene, partial sequence",1,,"Isolated from hindgut of Apis mellifera. 99% ID (1323/1325) to L. helsingborgensis strains dan70, dan101, Bma5N."
KF600320.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus cf. helsingborgensis*,G7_3_6CCO2,16S ribosomal RNA,1319,"Lactobacillus sp. G7_3_6CCO2 16S ribosomal RNA gene, partial sequence",1,,"Isolated from hindgut of Apis mellifera. 99% ID (1317/1319) to L. helsingborgensis strains dan70, dan101, Bma5N."
KF600157.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus cf. kullabergensis / kimbladii*,G3_2_2MO2,16S ribosomal RNA,1323,"Lactobacillus sp. G3_2_2MO2 16S ribosomal RNA gene, partial sequence",1,,Isolated from hindgut of Apis mellifera.  L. kullabergensis and L. kimbladii are >99% identical to this sequence.
HM046580.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus cf. kullabergensis / kimbladii*,Not Available,16S ribosomal RNA,1526,"Uncultured Lactobacillus sp. clone AMW_G6 16S ribosomal RNA gene, partial sequence",39,"EF187240.1: Lactobacillus sp. Hma2, EF187241.1: Lactobacillus kullabergensis, HM534799.1: Lactobacillus sp. Mbohs2t2, HM534800.1: Lactobacillus sp. Mbohs2r12, HM534801.1: Lactobacillus sp. Mbopo2t6, HM534802.1: Lactobacillus sp. Mbobb2r6, HM534803.1: Lactobacillus sp. Mbopo2r2, JX099547.1: Lactobacillus kullabergensis, JX099548.1: Lactobacillus kimbladii, JX099549.1: Lactobacillus kimbladii, JX099550.1: Lactobacillus kullabergensis, KF543104.1: Lactobacillus sp. C1, KF599130.1: Lactobacillus sp. H7_4_2MCO2, KF599166.1: Lactobacillus sp. 6_10_4CO2, KF599169.1: Lactobacillus sp. 6_2_1_2CO2, KF599171.1: Lactobacillus sp. 6_2_2_2CO2, KF599175.1: Lactobacillus sp. 6_5_1CO2, KF599188.1: Lactobacillus sp. 7_10_2CO2, KF599193.1: Lactobacillus sp. 7_4_1CO2, KF599224.1: Lactobacillus sp. H7_12_1MO2, KF599226.1: Lactobacillus sp. H7_2_3MCO2, KF599227.1: Lactobacillus sp. H7_2_4MCO2, KF599228.1: Lactobacillus sp. H7_5_1MCO2, KF599230.1: Lactobacillus sp. H7_6_6MCO2, KF599241.1: Lactobacillus sp. H8_4_2MCO2, KF599258.1: Lactobacillus sp. H8_9_5MCO2, KF600152.1: Lactobacillus sp. G3_1_1MO2, KF600168.1: Lactobacillus sp. G3_4_2CO2, KF600172.1: Lactobacillus sp. G3_4_3CO2, KF600297.1: Lactobacillus sp. G7_2_1MCO2, KF600332.1: Lactobacillus sp. G7_5_1CO2, KF600338.1: Lactobacillus sp. G7_5_3CO2, KF600341.1: Lactobacillus sp. G7_5_4CO2, KF600344.1: Lactobacillus sp. G7_6_2CO2, KF600368.1: Lactobacillus sp. G7_8_4CO2, KF600435.1: Lactobacillus sp. B7_1MO2, NR_126250.1: Lactobacillus kimbladii, NR_126251.1: Lactobacillus kullabergensis",Isolated from gut of Apis cerana indica.  These two species are within the same 99% SSU centroid.
HM534849.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus cf. kullabergensis*,Ammopor13,16S ribosomal RNA,1015,"Lactobacillus sp. Ammopor13 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey bee stomach. 99% ID (1012/1015) to type sequence for L. kullabergensis (NR_126251.1).
KF599087.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus cf. kunkeei*,H1_4MO2,16S ribosomal RNA,1059,"Lactobacillus sp. H1_4MO2 16S ribosomal RNA gene, partial sequence",1,,Isolated from crop of Apis mellifera. Sequence is  99% ID (1049/1059) to L. kunkeei type sequence (NR_026404.1).
KF599464.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus cf. kunkeei*,H14_7_1SCO2,16S ribosomal RNA,1475,"Lactobacillus sp. H14_7_1SCO2 16S ribosomal RNA gene, partial sequence",7,"KF599369.1: Lactobacillus kunkeei, KF599394.1: Lactobacillus kunkeei, KF599395.1: Lactobacillus kunkeei, KF599453.1: Lactobacillus kunkeei, KF599469.1: Lactobacillus kunkeei, KF599491.1: Lactobacillus kunkeei",Isolated from crop of Apis mellifera.  99% cluster contains all L. kunkeei isolates.
KF599124.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus cf. kunkeei*,H6_8_2MCO2,16S ribosomal RNA,1059,"Lactobacillus sp. H6_8_2MCO2 16S ribosomal RNA gene, partial sequence",1,,Isolated from crop of Apis mellifera. Sequence is  99% ID (1049/1059) to L. kunkeei type sequence (NR_026404.1).
HM534810.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus cf. mellifer*,Adhmto19,16S ribosomal RNA,1438,"Lactobacillus sp. Adhmto19 16S ribosomal RNA gene, partial sequence",3,"JX099543.1: Lactobacillus mellifer, NR_126248.1: Lactobacillus mellifer",Isolated from honey bee stomach. 99% centroid contains reference L. mellifer NR_126248.1 sequence.
JX099544.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus cf. mellifer*,H4BP4N,16S ribosomal RNA,1437,"Lactobacillus sp. H4BP4N 16S ribosomal RNA gene, partial sequence",3,"EF187245.1: Lactobacillus mellifer, HM534809.1: Lactobacillus sp. Adhmto1",Isolated from crop of Apis mellifera.  99% (1436/1437) ID to L. mellifer type sequence (NR_126248.1).
HM534811.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus cf. mellis*,Afpoto14,16S ribosomal RNA,1435,"Lactobacillus sp. Afpoto14 16S ribosomal RNA gene, partial sequence",16,"HM534812.1: Lactobacillus sp. Aahmro15, HM534813.1: Lactobacillus sp. Mboho2r2, HM534851.1: Lactobacillus sp. Amsbbr2, JX099545.1: Lactobacillus mellis, JX099546.1: Lactobacillus mellis, KF599221.1: Lactobacillus sp. H7_11_21MCO2, KF599222.1: Lactobacillus sp. H7_11_3MO2, KF599223.1: Lactobacillus sp. H7_11_4MCO2, KF599229.1: Lactobacillus sp. H7_6_4MCO2, KF599231.1: Lactobacillus sp. H7_7_1MCO2, KF599242.1: Lactobacillus sp. H8_5_3MCO2, KF599243.1: Lactobacillus sp. H8_5_4MCO2, KF600179.1: Lactobacillus sp. G3_5_2MCO2, KF600181.1: Lactobacillus sp. G3_5_4MCO2, NR_126249.1: Lactobacillus mellis",Isolated from honey bee stomach. 99% centroid contains reference L. mellis NR_126249.1 sequence.
HM046576.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus cf. mellis*,Not Available,16S ribosomal RNA,1523,"Uncultured Lactobacillus sp. clone ACW_U5 16S ribosomal RNA gene, partial sequence",16,"EF187244.1: Lactobacillus mellis, KF599097.1: Lactobacillus kunkeei, KF599112.1: Lactobacillus kunkeei, KF599165.1: Lactobacillus sp. 6_10_3CO2, KF599168.1: Lactobacillus sp. 6_2_1CO2, KF599176.1: Lactobacillus sp. 6_5_1O2, KF599183.1: Lactobacillus sp. 6_7_3CO2, KF599197.1: Lactobacillus sp. 7_9O2, KF599225.1: Lactobacillus sp. H7_1_2MO2, KF600178.1: Lactobacillus sp. G3_5_1MCO2, KF600180.1: Lactobacillus sp. G3_5_3MCO2, KF600305.1: Lactobacillus sp. G7_2_3MCO2, KF600309.1: Lactobacillus sp. G7_2_4MCO2, KF600431.1: Lactobacillus sp. B3_7MCO2, KF600487.1: Lactobacillus sp. 3338O2",Isolated from gut of Apis cerana indica.  99% centroid contains L. mellis.
KF543107.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus cf. melliventris*,M3,16S ribosomal RNA,1488,"Lactobacillus sp. M3 16S ribosomal RNA gene, partial sequence",14,"EF187243.1: Lactobacillus melliventris, JX099551.1: Lactobacillus melliventris, JX099552.1: Lactobacillus sp. H6HS25N, KF600161.1: Lactobacillus sp. G3_3_1MO2, KF600184.1: Lactobacillus sp. G3_6_3MCO2, KF600187.1: Lactobacillus sp. G3_8_1CCO2, KF600226.1: Lactobacillus sp. G5_2_2MCO2, KF600228.1: Lactobacillus sp. G5_2_3MCO2, KF600259.1: Lactobacillus sp. G5_6_1MCO2, KF600270.1: Lactobacillus sp. G5_7_1MO2, KF600351.1: Lactobacillus sp. G7_7_2MO2, KM068135.1: Lactobacillus melliventris, NR_126252.1: Lactobacillus melliventris",Isolated from gut of Apis mellifera. 99% centroid contains multiple L. melliventris sequences including type NR_126252.1.
HM534742.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus cf. ozensis*,Aabbto7,16S ribosomal RNA,1443,"Lactobacillus sp. Aabbto7 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey bee stomach. 99% (1436/1443) ID to sequence L. ozensis (NR_113194.1).
HM534743.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus cf. ozensis*,MbBipro7,16S ribosomal RNA,1447,"Lactobacillus sp. MbBipro7 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey bee stomach. 99% (1439/1443) ID to sequence L. ozensis (NR_113194.1).
HM027642.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus cf. plantarum*,Taj-Apis 396,16S ribosomal RNA,1092,"Lactobacillus fermentum strain Taj-Apis 396 16S ribosomal RNA gene, partial sequence",1,,Isolate from Apis dorsata honey stomach.  Renamed due to low identity with the Lactobacillus fermentum clade (93%).  
HM534768.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus cf. reuteri*,Akhmro1,16S ribosomal RNA,1448,"Lactobacillus sp. Akhmro1 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey bee stomach. 99% ID (1446/1448) to type sequence for L. reuteri (NR_113820.1).
HM534767.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus cf. saniviri*,Akpobro1,16S ribosomal RNA,1445,"Lactobacillus sp. Akpobro1 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey bee stomach. 100% ID to type sequence for L. saniviri ( NR_113289.1).
HM534765.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus cf. senioris*,Akporo7,16S ribosomal RNA,1446,"Lactobacillus sp. Akporo7 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey bee stomach. 99% (1445/1447) ID to type sequence for L. senioris (NR_113290.1).
HM534766.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus farraginis,Tporo1,16S ribosomal RNA,1447,"Lactobacillus farraginis strain Tporo1 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey bee gut.
EU780913.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,IG9,16S ribosomal RNA,1445,"Lactobacillus johnsonii strain IG9 16S ribosomal RNA gene, partial sequence",1,,Isolated from honey bee gut.
GQ451641.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei,Arash Taj-1,16S ribosomal RNA,1153,"Lactobacillus kunkeei strain Arash Taj-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey stomach.
KF600467.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei,B8_3SO2,16S ribosomal RNA,1319,"Lactobacillus kunkeei strain B8_3SO2 16S ribosomal RNA gene, partial sequence",1,,Isolated from bee bread of Apis mellifera.
KF599403.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei,H19_2_2MCO2,16S ribosomal RNA,1414,"Lactobacillus kunkeei strain H19_2_2MCO2 16S ribosomal RNA gene, partial sequence",3,"KF599080.1: Lactobacillus sp. H1_10_1MCO2, KF600349.1: Lactobacillus kunkeei",Isolated from Apis mellifera crop.
KF599447.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei,H20_5_2BCO2,16S ribosomal RNA,1346,"Lactobacillus kunkeei strain H20_5_2BCO2 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera crop.
GQ451646.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei,Hadi Faegheh-1,16S ribosomal RNA,1131,"Lactobacillus kunkeei strain Hadi Faegheh-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey stomach.
GQ451642.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei,Leana Mardan-1,16S ribosomal RNA,1141,"Lactobacillus kunkeei strain Leana Mardan-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey stomach.
GQ451623.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei,Mardan Arash-1,16S ribosomal RNA,1188,"Lactobacillus kunkeei strain Mardan Arash-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey.
GQ451613.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei,Mardan Taj-1,16S ribosomal RNA,1096,"Lactobacillus kunkeei strain Mardan Taj-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey stomach.
GQ451636.1,Bacteria,undetermined,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei,Naser Faegheh-1,16S ribosomal RNA,1135,"Lactobacillus kunkeei strain Naser Faegheh-1 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis dorsata honey stomach.
